FLUKE 289,  V1.41,  0

Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name
14/01/2026 17:00:51,14/01/2026 17:20:50,0:19:59,0:00:10,330,121,219,Save 1
Max Time,Max,Average,Min,Min Time,Scaling,
14/01/2026 17:01:02,0.4076 A DC,0.3383 A DC,0.2022 A DC,14/01/2026 17:00:53,(none)

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,Start Time,Duration,Max Time,Max,Average,Min Time,Min,Description,Stop Time
208,Sample,0.3627,14/01/2026 17:12:39.0,0.3627
208,Max,0.3627,14/01/2026 17:12:39.0
208,Min,0.3627,14/01/2026 17:12:39.0
209,Sample,0.3349,14/01/2026 17:12:39.1,0.336830769230769
209,Min,0.3335,14/01/2026 17:12:39.5
209,Max,0.3496,14/01/2026 17:12:39.8
210,Sample,0.3288,14/01/2026 17:12:40.4,0.340057142857143
210,Min,0.3288,14/01/2026 17:12:40.4
210,Max,0.3566,14/01/2026 17:12:41.0
211,Sample,0.3363,14/01/2026 17:12:41.1,0.336570731707317
211,Max,0.355,14/01/2026 17:12:42.0
211,Min,0.3313,14/01/2026 17:12:42.8
212,Sample,0.3618,14/01/2026 17:12:45.2,0.342018181818182
212,Min,0.3323,14/01/2026 17:12:45.5
212,Max,0.3647,14/01/2026 17:12:46.2
213,Sample,0.3378,14/01/2026 17:12:46.3,0.33746
213,Max,0.3462,14/01/2026 17:12:47.4
213,Min,0.3328,14/01/2026 17:12:48.2
214,Sample,0.3603,14/01/2026 17:12:48.3,0.3603
214,Max,0.3603,14/01/2026 17:12:48.3
214,Min,0.3603,14/01/2026 17:12:48.3
215,Sample,0.3395,14/01/2026 17:12:48.4,0.339442857142857
215,Min,0.3327,14/01/2026 17:12:49.1
215,Max,0.3501,14/01/2026 17:12:50.2
216,Sample,0.3382,14/01/2026 17:12:50.5,0.3412
216,Min,0.3325,14/01/2026 17:12:50.6
216,Max,0.3484,14/01/2026 17:12:50.8
217,Sample,0.3595,14/01/2026 17:12:51.0,0.3406125
217,Max,0.3595,14/01/2026 17:12:51.0
217,Min,0.3355,14/01/2026 17:12:52.7
218,Sample,0.3342,14/01/2026 17:12:53.4,0.338719696969697
218,Min,0.3329,14/01/2026 17:12:53.9
218,Max,0.35,14/01/2026 17:12:54.0
219,Sample,0.3346,14/01/2026 17:13:00.4,0.338396739130435
219,Max,0.3508,14/01/2026 17:13:03.2
219,Min,0.3325,14/01/2026 17:13:06.7
220,Sample,0.3697,14/01/2026 17:13:09.7,0.3697
220,Max,0.3697,14/01/2026 17:13:09.7
220,Min,0.3697,14/01/2026 17:13:09.7
221,Sample,0.3379,14/01/2026 17:13:09.8,0.33705
221,Max,0.3383,14/01/2026 17:13:10.0
221,Min,0.3351,14/01/2026 17:13:10.1
222,Sample,0.3343,14/01/2026 17:13:10.4,0.338121875
222,Min,0.3328,14/01/2026 17:13:10.9
222,Max,0.3513,14/01/2026 17:13:17.7
223,Sample,0.3361,14/01/2026 17:13:20.5,0.338818
223,Min,0.3325,14/01/2026 17:13:23.1
223,Max,0.3513,14/01/2026 17:13:23.5
224,Sample,0.3648,14/01/2026 17:13:25.9,0.350315384615385
224,Min,0.3349,14/01/2026 17:13:26.0
224,Max,0.3828,14/01/2026 17:13:27.1
225,Sample,0.3492,14/01/2026 17:13:27.2,0.337803125
225,Min,0.3325,14/01/2026 17:13:29.1
225,Max,0.3511,14/01/2026 17:13:29.2
226,Sample,0.3346,14/01/2026 17:13:30.4,0.33845
226,Min,0.3342,14/01/2026 17:13:30.5
226,Max,0.342,14/01/2026 17:13:31.0
227,Sample,0.3524,14/01/2026 17:13:31.2,0.339226136363636
227,Max,0.3524,14/01/2026 17:13:31.2
227,Min,0.3291,14/01/2026 17:13:36.1
228,Sample,0.3375,14/01/2026 17:13:40.5,0.336439130434783
228,Max,0.3486,14/01/2026 17:13:44.2
228,Min,0.332,14/01/2026 17:13:45.8
229,Sample,0.3557,14/01/2026 17:13:47.4,0.340513793103448
229,Max,0.3557,14/01/2026 17:13:47.4
229,Min,0.3356,14/01/2026 17:13:49.8
230,Sample,0.3434,14/01/2026 17:13:50.7,0.337628571428571
230,Min,0.333,14/01/2026 17:13:51.7
230,Max,0.3465,14/01/2026 17:13:51.9
231,Sample,0.3642,14/01/2026 17:13:52.1,0.350175
231,Max,0.3642,14/01/2026 17:13:52.1
231,Min,0.34,14/01/2026 17:13:52.4
232,Sample,0.3377,14/01/2026 17:13:52.5,0.338694871794872
232,Max,0.3501,14/01/2026 17:13:53.3
232,Min,0.3332,14/01/2026 17:13:58.8
233,Sample,0.3378,14/01/2026 17:14:00.4,0.338992708333333
233,Min,0.3317,14/01/2026 17:14:01.5
233,Max,0.3503,14/01/2026 17:14:09.7
234,Sample,0.3336,14/01/2026 17:14:10.5,0.338230158730159
234,Max,0.3499,14/01/2026 17:14:11.3
234,Min,0.3312,14/01/2026 17:14:16.7
235,Sample,0.355,14/01/2026 17:14:17.2,0.34113125
235,Max,0.3663,14/01/2026 17:14:17.7
235,Min,0.3343,14/01/2026 17:14:20.3
236,Sample,0.3339,14/01/2026 17:14:20.4,0.337901754385965
236,Min,0.3326,14/01/2026 17:14:20.9
236,Max,0.351,14/01/2026 17:14:23.2
237,Sample,0.3697,14/01/2026 17:14:26.2,0.345654545454545
237,Min,0.3316,14/01/2026 17:14:26.9
237,Max,0.3755,14/01/2026 17:14:27.1
238,Sample,0.3476,14/01/2026 17:14:27.3,0.340114285714286
238,Min,0.3339,14/01/2026 17:14:27.9
238,Max,0.3541,14/01/2026 17:14:29.3
239,Sample,0.3418,14/01/2026 17:14:30.5,0.338525274725275
239,Max,0.3562,14/01/2026 17:14:32.6
239,Min,0.3304,14/01/2026 17:14:36.9
240,Sample,0.3649,14/01/2026 17:14:39.6,0.3649
240,Max,0.3649,14/01/2026 17:14:39.6
240,Min,0.3649,14/01/2026 17:14:39.6
241,Sample,0.335,14/01/2026 17:14:39.7,0.3357
241,Min,0.3325,14/01/2026 17:14:40.1
241,Max,0.3416,14/01/2026 17:14:40.2
242,Sample,0.3429,14/01/2026 17:14:40.4,0.340013684210526
242,Max,0.3508,14/01/2026 17:14:41.4
242,Min,0.3331,14/01/2026 17:14:44.0
243,Sample,0.3427,14/01/2026 17:14:50.4,0.340020833333333
243,Max,0.3538,14/01/2026 17:14:54.2
243,Min,0.3337,14/01/2026 17:14:56.4
244,Sample,0.3343,14/01/2026 17:15:00.5,0.336671428571429
244,Min,0.333,14/01/2026 17:15:00.9
244,Max,0.3438,14/01/2026 17:15:02.8
245,Sample,0.3612,14/01/2026 17:15:03.3,0.3612
245,Max,0.3612,14/01/2026 17:15:03.3
245,Min,0.3612,14/01/2026 17:15:03.3
246,Sample,0.3411,14/01/2026 17:15:03.4,0.338787878787879
246,Min,0.3329,14/01/2026 17:15:07.5
246,Max,0.349,14/01/2026 17:15:08.2
247,Sample,0.3357,14/01/2026 17:15:10.4,0.3383625
247,Max,0.3524,14/01/2026 17:15:17.3
247,Min,0.3292,14/01/2026 17:15:17.5
248,Sample,0.3397,14/01/2026 17:15:20.5,0.337773684210526
248,Max,0.3469,14/01/2026 17:15:23.5
248,Min,0.3323,14/01/2026 17:15:23.9
249,Sample,0.3672,14/01/2026 17:15:26.2,0.346522222222222
249,Min,0.3346,14/01/2026 17:15:26.9
249,Max,0.3772,14/01/2026 17:15:27.0
250,Sample,0.347,14/01/2026 17:15:27.1,0.337695238095238
250,Max,0.347,14/01/2026 17:15:27.1
250,Min,0.3296,14/01/2026 17:15:27.6
251,Sample,0.3823,14/01/2026 17:15:29.2,0.35765
251,Max,0.3823,14/01/2026 17:15:29.2
251,Min,0.3388,14/01/2026 17:15:29.4
252,Sample,0.337,14/01/2026 17:15:29.6,0.3380875
252,Min,0.3326,14/01/2026 17:15:29.9
252,Max,0.3467,14/01/2026 17:15:30.2
253,Sample,0.3389,14/01/2026 17:15:30.4,0.338497959183673
253,Max,0.3487,14/01/2026 17:15:33.4
253,Min,0.3323,14/01/2026 17:15:35.7
254,Sample,0.3574,14/01/2026 17:15:35.8,0.3574
254,Max,0.3574,14/01/2026 17:15:35.8
254,Min,0.3574,14/01/2026 17:15:35.8
255,Sample,0.3377,14/01/2026 17:15:35.9,0.339048888888889
255,Min,0.3324,14/01/2026 17:15:36.1
255,Max,0.3504,14/01/2026 17:15:38.2
256,Sample,0.3386,14/01/2026 17:15:40.4,0.338229166666667
256,Min,0.3263,14/01/2026 17:15:42.8
256,Max,0.3533,14/01/2026 17:15:44.2
257,Sample,0.3388,14/01/2026 17:15:50.5,0.337646315789474
257,Min,0.3321,14/01/2026 17:15:58.9
257,Max,0.3493,14/01/2026 17:16:00.2
258,Sample,0.3349,14/01/2026 17:16:00.4,0.337628409090909
258,Max,0.3496,14/01/2026 17:16:01.2
258,Min,0.3324,14/01/2026 17:16:04.9
259,Sample,0.3716,14/01/2026 17:16:09.7,0.3716
259,Max,0.3716,14/01/2026 17:16:09.7
259,Min,0.3716,14/01/2026 17:16:09.7
260,Sample,0.3404,14/01/2026 17:16:09.8,0.338171428571429
260,Max,0.3416,14/01/2026 17:16:10.0
260,Min,0.3329,14/01/2026 17:16:10.4
261,Sample,0.3325,14/01/2026 17:16:10.5,0.3371875
261,Min,0.3318,14/01/2026 17:16:10.8
261,Max,0.3495,14/01/2026 17:16:14.2
262,Sample,0.3643,14/01/2026 17:16:17.7,0.3643
262,Max,0.3643,14/01/2026 17:16:17.7
262,Min,0.3643,14/01/2026 17:16:17.7
263,Sample,0.3406,14/01/2026 17:16:17.8,0.338846153846154
263,Min,0.3349,14/01/2026 17:16:18.0
263,Max,0.344,14/01/2026 17:16:18.5
264,Sample,0.3392,14/01/2026 17:16:20.4,0.338507368421053
264,Max,0.3592,14/01/2026 17:16:23.5
264,Min,0.3274,14/01/2026 17:16:28.4
265,Sample,0.3354,14/01/2026 17:16:30.4,0.338051041666667
265,Max,0.3529,14/01/2026 17:16:32.3
265,Min,0.3293,14/01/2026 17:16:38.6
266,Sample,0.3334,14/01/2026 17:16:40.5,0.337892631578947
266,Min,0.3318,14/01/2026 17:16:44.8
266,Max,0.3506,14/01/2026 17:16:48.5
267,Sample,0.3383,14/01/2026 17:16:50.4,0.336214117647059
267,Max,0.348,14/01/2026 17:16:53.2
267,Min,0.3311,14/01/2026 17:16:56.5
268,Sample,0.3585,14/01/2026 17:16:59.4,0.3585
268,Max,0.3585,14/01/2026 17:16:59.4
268,Min,0.3585,14/01/2026 17:16:59.4
269,Sample,0.3382,14/01/2026 17:16:59.5,0.33659
269,Min,0.3347,14/01/2026 17:16:59.9
269,Max,0.3402,14/01/2026 17:17:00.2
270,Sample,0.3497,14/01/2026 17:17:00.5,0.337376190476191
270,Max,0.3504,14/01/2026 17:17:06.2
270,Min,0.3319,14/01/2026 17:17:08.8
271,Sample,0.3275,14/01/2026 17:17:08.9,0.3386625
271,Min,0.3275,14/01/2026 17:17:08.9
271,Max,0.3628,14/01/2026 17:17:09.6
272,Sample,0.3369,14/01/2026 17:17:09.7,0.335114285714286
272,Min,0.3333,14/01/2026 17:17:10.1
272,Max,0.3411,14/01/2026 17:17:10.2
273,Sample,0.3347,14/01/2026 17:17:10.4,0.337140625
273,Max,0.3475,14/01/2026 17:17:12.3
273,Min,0.3317,14/01/2026 17:17:14.1
274,Sample,0.3604,14/01/2026 17:17:17.3,0.3604
274,Max,0.3604,14/01/2026 17:17:17.3
274,Min,0.3604,14/01/2026 17:17:17.3
275,Sample,0.338,14/01/2026 17:17:17.4,0.33636
275,Max,0.3522,14/01/2026 17:17:17.7
275,Min,0.3301,14/01/2026 17:17:19.1
276,Sample,0.3323,14/01/2026 17:17:20.4,0.337203636363636
276,Min,0.3323,14/01/2026 17:17:20.4
276,Max,0.3485,14/01/2026 17:17:21.2
277,Sample,0.3679,14/01/2026 17:17:26.3,0.345111111111111
277,Min,0.3318,14/01/2026 17:17:26.7
277,Max,0.3771,14/01/2026 17:17:27.0
278,Sample,0.3404,14/01/2026 17:17:27.3,0.33718
278,Max,0.3462,14/01/2026 17:17:28.3
278,Min,0.3312,14/01/2026 17:17:29.2
279,Sample,0.3686,14/01/2026 17:17:29.3,0.3686
279,Max,0.3686,14/01/2026 17:17:29.3
279,Min,0.3686,14/01/2026 17:17:29.3
280,Sample,0.3488,14/01/2026 17:17:29.4,0.338863636363636
280,Max,0.3488,14/01/2026 17:17:29.4
280,Min,0.3336,14/01/2026 17:17:30.1
281,Sample,0.3365,14/01/2026 17:17:30.5,0.336623157894737
281,Min,0.3312,14/01/2026 17:17:31.0
281,Max,0.3492,14/01/2026 17:17:39.2
282,Sample,0.3411,14/01/2026 17:17:40.4,0.336582105263158
282,Max,0.3516,14/01/2026 17:17:46.9
282,Min,0.3315,14/01/2026 17:17:48.8
283,Sample,0.3378,14/01/2026 17:17:50.4,0.336865
283,Min,0.328,14/01/2026 17:17:54.5
283,Max,0.3486,14/01/2026 17:17:56.2
284,Sample,0.3382,14/01/2026 17:18:00.4,0.336165573770492
284,Max,0.3432,14/01/2026 17:18:02.4
284,Min,0.3309,14/01/2026 17:18:06.5
285,Sample,0.3692,14/01/2026 17:18:07.0,0.3692
285,Max,0.3692,14/01/2026 17:18:07.0
285,Min,0.3692,14/01/2026 17:18:07.0
286,Sample,0.3358,14/01/2026 17:18:07.1,0.337884848484848
286,Min,0.333,14/01/2026 17:18:07.5
286,Max,0.3492,14/01/2026 17:18:09.2
287,Sample,0.3326,14/01/2026 17:18:10.4,0.3359421875
287,Min,0.3312,14/01/2026 17:18:11.5
287,Max,0.3482,14/01/2026 17:18:13.5
288,Sample,0.3531,14/01/2026 17:18:17.3,0.33744375
288,Max,0.3531,14/01/2026 17:18:17.3
288,Min,0.3314,14/01/2026 17:18:17.6
289,Sample,0.3344,14/01/2026 17:18:20.5,0.338833333333333
289,Min,0.3342,14/01/2026 17:18:20.9
289,Max,0.3473,14/01/2026 17:18:21.3
290,Sample,0.3674,14/01/2026 17:18:21.7,0.3674
290,Max,0.3674,14/01/2026 17:18:21.7
290,Min,0.3674,14/01/2026 17:18:21.7
291,Sample,0.3442,14/01/2026 17:18:21.8,0.338133333333333
291,Min,0.3303,14/01/2026 17:18:24.9
291,Max,0.3529,14/01/2026 17:18:26.2
292,Sample,0.3679,14/01/2026 17:18:26.6,0.3679
292,Max,0.3679,14/01/2026 17:18:26.6
292,Min,0.3679,14/01/2026 17:18:26.6
293,Sample,0.3372,14/01/2026 17:18:26.7,0.337347619047619
293,Min,0.3312,14/01/2026 17:18:28.6
293,Max,0.356,14/01/2026 17:18:29.1
294,Sample,0.3768,14/01/2026 17:18:29.2,0.341054545454546
294,Max,0.3768,14/01/2026 17:18:29.2
294,Min,0.3285,14/01/2026 17:18:29.9
295,Sample,0.3404,14/01/2026 17:18:30.3,0.3404
295,Max,0.3404,14/01/2026 17:18:30.3
295,Min,0.3404,14/01/2026 17:18:30.3
296,Sample,0.3385,14/01/2026 17:18:30.4,0.3369
296,Max,0.352,14/01/2026 17:18:34.1
296,Min,0.3282,14/01/2026 17:18:40.1
297,Sample,0.3382,14/01/2026 17:18:40.4,0.337395555555556
297,Min,0.3318,14/01/2026 17:18:41.0
297,Max,0.3449,14/01/2026 17:18:44.2
298,Sample,0.3572,14/01/2026 17:18:44.9,0.339590909090909
298,Max,0.3572,14/01/2026 17:18:44.9
298,Min,0.3323,14/01/2026 17:18:45.9
299,Sample,0.3317,14/01/2026 17:18:46.0,0.336336363636364
299,Min,0.3317,14/01/2026 17:18:46.0
299,Max,0.3447,14/01/2026 17:18:48.0
300,Sample,0.3518,14/01/2026 17:18:48.2,0.341318181818182
300,Min,0.3349,14/01/2026 17:18:48.5
300,Max,0.3542,14/01/2026 17:18:49.2
301,Sample,0.334,14/01/2026 17:18:50.5,0.336649473684211
301,Max,0.3465,14/01/2026 17:18:58.2
301,Min,0.3297,14/01/2026 17:19:00.3
302,Sample,0.3323,14/01/2026 17:19:00.4,0.337041666666667
302,Max,0.3503,14/01/2026 17:19:01.2
302,Min,0.3314,14/01/2026 17:19:03.4
303,Sample,0.3773,14/01/2026 17:19:09.3,0.3773
303,Max,0.3773,14/01/2026 17:19:09.3
303,Min,0.3773,14/01/2026 17:19:09.3
304,Sample,0.3353,14/01/2026 17:19:09.4,0.337309090909091
304,Min,0.3317,14/01/2026 17:19:09.5
304,Max,0.3487,14/01/2026 17:19:09.7
305,Sample,0.333,14/01/2026 17:19:10.5,0.337915789473684
305,Max,0.3511,14/01/2026 17:19:12.1
305,Min,0.3312,14/01/2026 17:19:14.0
306,Sample,0.332,14/01/2026 17:19:20.4,0.335733333333333
306,Min,0.3294,14/01/2026 17:19:20.6
306,Max,0.3476,14/01/2026 17:19:23.3
307,Sample,0.3644,14/01/2026 17:19:23.5,0.3644
307,Max,0.3644,14/01/2026 17:19:23.5
307,Min,0.3644,14/01/2026 17:19:23.5
308,Sample,0.3415,14/01/2026 17:19:23.6,0.33912962962963
308,Max,0.3506,14/01/2026 17:19:23.8
308,Min,0.3282,14/01/2026 17:19:25.7
309,Sample,0.3746,14/01/2026 17:19:26.3,0.342033333333333
309,Min,0.3315,14/01/2026 17:19:26.8
309,Max,0.3763,14/01/2026 17:19:27.1
310,Sample,0.3394,14/01/2026 17:19:27.2,0.340575
310,Min,0.3325,14/01/2026 17:19:28.1
310,Max,0.3587,14/01/2026 17:19:29.2
311,Sample,0.3347,14/01/2026 17:19:30.4,0.336158823529412
311,Max,0.3438,14/01/2026 17:19:31.2
311,Min,0.3333,14/01/2026 17:19:31.6
312,Sample,0.3559,14/01/2026 17:19:32.1,0.3489
312,Max,0.3559,14/01/2026 17:19:32.1
312,Min,0.3425,14/01/2026 17:19:32.3
313,Sample,0.3336,14/01/2026 17:19:32.4,0.336506
313,Min,0.3317,14/01/2026 17:19:32.5
313,Max,0.3479,14/01/2026 17:19:36.2
314,Sample,0.3553,14/01/2026 17:19:37.4,0.335766666666667
314,Max,0.3553,14/01/2026 17:19:37.4
314,Min,0.3311,14/01/2026 17:19:38.5
315,Sample,0.3352,14/01/2026 17:19:40.5,0.338495789473684
315,Min,0.3292,14/01/2026 17:19:45.9
315,Max,0.3523,14/01/2026 17:19:47.2
316,Sample,0.3363,14/01/2026 17:19:50.4,0.337140625
316,Max,0.3453,14/01/2026 17:19:54.2
316,Min,0.3318,14/01/2026 17:19:56.6
317,Sample,0.3396,14/01/2026 17:20:00.5,0.336085057471264
317,Min,0.3304,14/01/2026 17:20:02.0
317,Max,0.3539,14/01/2026 17:20:03.2
318,Sample,0.3583,14/01/2026 17:20:09.6,0.3583
318,Max,0.3583,14/01/2026 17:20:09.6
318,Min,0.3583,14/01/2026 17:20:09.6
319,Sample,0.3343,14/01/2026 17:20:09.7,0.334628571428571
319,Min,0.333,14/01/2026 17:20:09.9
319,Max,0.3389,14/01/2026 17:20:10.2
320,Sample,0.3345,14/01/2026 17:20:10.4,0.336596825396825
320,Min,0.3319,14/01/2026 17:20:14.5
320,Max,0.3543,14/01/2026 17:20:16.6
321,Sample,0.3564,14/01/2026 17:20:16.8,0.34404
321,Min,0.3342,14/01/2026 17:20:17.0
321,Max,0.3689,14/01/2026 17:20:17.7
322,Sample,0.3413,14/01/2026 17:20:17.8,0.334041666666667
322,Max,0.3419,14/01/2026 17:20:18.2
322,Min,0.331,14/01/2026 17:20:19.1
323,Sample,0.3372,14/01/2026 17:20:20.6,0.338045161290323
323,Min,0.3305,14/01/2026 17:20:21.4
323,Max,0.3477,14/01/2026 17:20:22.2
324,Sample,0.3675,14/01/2026 17:20:23.7,0.3675
324,Max,0.3675,14/01/2026 17:20:23.7
324,Min,0.3675,14/01/2026 17:20:23.7
325,Sample,0.3355,14/01/2026 17:20:23.8,0.337995454545455
325,Min,0.3311,14/01/2026 17:20:24.8
325,Max,0.3547,14/01/2026 17:20:26.2
326,Sample,0.332,14/01/2026 17:20:30.5,0.337406976744186
326,Min,0.3309,14/01/2026 17:20:31.5
326,Max,0.3493,14/01/2026 17:20:34.2
327,Sample,0.3575,14/01/2026 17:20:35.2,0.34382
327,Max,0.3575,14/01/2026 17:20:35.2
327,Min,0.3332,14/01/2026 17:20:35.6
328,Sample,0.333,14/01/2026 17:20:35.7,0.337274468085106
328,Min,0.3294,14/01/2026 17:20:36.6
328,Max,0.3493,14/01/2026 17:20:37.2
329,Sample,0.3433,14/01/2026 17:20:40.4,0.336633333333333
329,Min,0.3316,14/01/2026 17:20:42.1
329,Max,0.3514,14/01/2026 17:20:46.0
330,Sample,0.3456,14/01/2026 17:20:50.5,
