FLUKE 289,  V1.41,  0

Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name
14/01/2026 14:30:01,14/01/2026 14:50:01,0:20:00,0:00:10,381,121,275,Save 4
Max Time,Max,Average,Min,Min Time,Scaling,
14/01/2026 14:30:04,1.6253 A DC,0.1896 A DC,0.1746 A DC,14/01/2026 14:48:15,(none)

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,Start Time,Duration,Max Time,Max,Average,Min Time,Min,Description,Stop Time
142,Max,0.1879,14/01/2026 14:37:30.7
142,Min,0.1788,14/01/2026 14:37:32.4
143,Sample,0.2148,14/01/2026 14:37:32.5,0.2148
143,Max,0.2148,14/01/2026 14:37:32.5
143,Min,0.2148,14/01/2026 14:37:32.5
144,Sample,0.1841,14/01/2026 14:37:32.6,0.181813333333333
144,Min,0.1777,14/01/2026 14:37:34.1
144,Max,0.1904,14/01/2026 14:37:34.8
145,Sample,0.2382,14/01/2026 14:37:37.5,0.29615
145,Min,0.2382,14/01/2026 14:37:37.5
145,Max,0.3541,14/01/2026 14:37:37.6
146,Sample,0.1915,14/01/2026 14:37:37.7,0.182642857142857
146,Max,0.1915,14/01/2026 14:37:37.7
146,Min,0.1777,14/01/2026 14:37:39.7
147,Sample,0.1856,14/01/2026 14:37:40.6,0.180657142857143
147,Min,0.178,14/01/2026 14:37:41.3
147,Max,0.1862,14/01/2026 14:37:42.3
148,Sample,0.2346,14/01/2026 14:37:42.7,0.2346
148,Max,0.2346,14/01/2026 14:37:42.7
148,Min,0.2346,14/01/2026 14:37:42.7
149,Sample,0.182,14/01/2026 14:37:42.8,0.182337777777778
149,Max,0.1903,14/01/2026 14:37:43.9
149,Min,0.1777,14/01/2026 14:37:45.3
150,Sample,0.6999,14/01/2026 14:37:47.7,0.4641
150,Max,0.6999,14/01/2026 14:37:47.7
150,Min,0.2283,14/01/2026 14:37:47.8
151,Sample,0.1885,14/01/2026 14:37:47.9,0.184073076923077
151,Max,0.1906,14/01/2026 14:37:48.8
151,Min,0.1782,14/01/2026 14:37:50.2
152,Sample,0.1797,14/01/2026 14:37:50.5,0.181404545454545
152,Max,0.1894,14/01/2026 14:37:51.1
152,Min,0.1774,14/01/2026 14:37:51.6
153,Sample,0.2058,14/01/2026 14:37:52.7,0.1995
153,Max,0.2058,14/01/2026 14:37:52.7
153,Min,0.1932,14/01/2026 14:37:52.8
154,Sample,0.1796,14/01/2026 14:37:52.9,0.182380555555556
154,Max,0.1942,14/01/2026 14:37:55.3
154,Min,0.1778,14/01/2026 14:37:57.3
155,Sample,0.1793,14/01/2026 14:38:00.6,0.184573913043478
155,Max,0.19,14/01/2026 14:38:01.4
155,Min,0.1791,14/01/2026 14:38:01.7
156,Sample,0.5578,14/01/2026 14:38:02.9,0.5578
156,Max,0.5578,14/01/2026 14:38:02.9
156,Min,0.5578,14/01/2026 14:38:02.9
157,Sample,0.1928,14/01/2026 14:38:03.0,0.182142666666667
157,Max,0.1957,14/01/2026 14:38:06.0
157,Min,0.176,14/01/2026 14:38:07.9
158,Sample,0.189,14/01/2026 14:38:10.5,0.18317
158,Max,0.1944,14/01/2026 14:38:10.9
158,Min,0.1785,14/01/2026 14:38:11.1
159,Sample,0.3648,14/01/2026 14:38:13.0,0.3858
159,Min,0.3648,14/01/2026 14:38:13.0
159,Max,0.4068,14/01/2026 14:38:13.1
160,Sample,0.1851,14/01/2026 14:38:13.2,0.181879591836735
160,Max,0.194,14/01/2026 14:38:13.9
160,Min,0.177,14/01/2026 14:38:14.2
161,Sample,0.2502,14/01/2026 14:38:18.1,0.2502
161,Max,0.2502,14/01/2026 14:38:18.1
161,Min,0.2502,14/01/2026 14:38:18.1
162,Sample,0.1813,14/01/2026 14:38:18.2,0.1819
162,Max,0.1951,14/01/2026 14:38:19.1
162,Min,0.1776,14/01/2026 14:38:20.4
163,Sample,0.1777,14/01/2026 14:38:20.6,0.181548
163,Min,0.1777,14/01/2026 14:38:20.6
163,Max,0.1879,14/01/2026 14:38:22.8
164,Sample,0.6527,14/01/2026 14:38:23.1,0.4578
164,Max,0.6527,14/01/2026 14:38:23.1
164,Min,0.2629,14/01/2026 14:38:23.2
165,Sample,0.1912,14/01/2026 14:38:23.3,0.182351470588235
165,Min,0.1775,14/01/2026 14:38:26.0
165,Max,0.2028,14/01/2026 14:38:28.2
166,Sample,0.1869,14/01/2026 14:38:30.6,0.1823
166,Min,0.1773,14/01/2026 14:38:31.5
166,Max,0.1921,14/01/2026 14:38:31.9
167,Sample,0.6782,14/01/2026 14:38:33.3,0.43845
167,Max,0.6782,14/01/2026 14:38:33.3
167,Min,0.1987,14/01/2026 14:38:33.4
168,Sample,0.1781,14/01/2026 14:38:33.5,0.181968181818182
168,Max,0.1922,14/01/2026 14:38:34.9
168,Min,0.1747,14/01/2026 14:38:38.3
169,Sample,0.1827,14/01/2026 14:38:40.5,0.179992857142857
169,Max,0.1876,14/01/2026 14:38:41.2
169,Min,0.177,14/01/2026 14:38:43.0
170,Sample,0.3375,14/01/2026 14:38:43.3,0.32235
170,Max,0.3375,14/01/2026 14:38:43.3
170,Min,0.3072,14/01/2026 14:38:43.4
171,Sample,0.1908,14/01/2026 14:38:43.5,0.181113636363636
171,Max,0.1908,14/01/2026 14:38:43.5
171,Min,0.1757,14/01/2026 14:38:48.5
172,Sample,0.1773,14/01/2026 14:38:50.6,0.18308275862069
172,Min,0.1773,14/01/2026 14:38:50.6
172,Max,0.1989,14/01/2026 14:38:53.0
173,Sample,0.6818,14/01/2026 14:38:53.5,0.4511
173,Max,0.6818,14/01/2026 14:38:53.5
173,Min,0.2204,14/01/2026 14:38:53.6
174,Sample,0.1786,14/01/2026 14:38:53.7,0.180854411764706
174,Min,0.1767,14/01/2026 14:38:55.6
174,Max,0.1894,14/01/2026 14:38:57.2
175,Sample,0.1777,14/01/2026 14:39:00.5,0.180474074074074
175,Min,0.1767,14/01/2026 14:39:01.0
175,Max,0.1894,14/01/2026 14:39:01.2
176,Sample,0.2157,14/01/2026 14:39:03.7,0.2157
176,Max,0.2157,14/01/2026 14:39:03.7
176,Min,0.2157,14/01/2026 14:39:03.7
177,Sample,0.181,14/01/2026 14:39:03.8,0.182582352941177
177,Max,0.1913,14/01/2026 14:39:04.4
177,Min,0.1781,14/01/2026 14:39:05.1
178,Sample,0.1988,14/01/2026 14:39:05.5,0.18056875
178,Max,0.1988,14/01/2026 14:39:05.5
178,Min,0.1768,14/01/2026 14:39:07.0
179,Sample,0.5299,14/01/2026 14:39:08.7,0.3684
179,Max,0.5299,14/01/2026 14:39:08.7
179,Min,0.2069,14/01/2026 14:39:08.8
180,Sample,0.1838,14/01/2026 14:39:08.9,0.181388235294118
180,Min,0.1774,14/01/2026 14:39:09.0
180,Max,0.1946,14/01/2026 14:39:09.8
181,Sample,0.1859,14/01/2026 14:39:10.6,0.179845161290323
181,Min,0.1766,14/01/2026 14:39:12.3
181,Max,0.1923,14/01/2026 14:39:12.8
182,Sample,0.2616,14/01/2026 14:39:13.7,0.2616
182,Max,0.2616,14/01/2026 14:39:13.7
182,Min,0.2616,14/01/2026 14:39:13.7
183,Sample,0.1992,14/01/2026 14:39:13.8,0.182171111111111
183,Max,0.1992,14/01/2026 14:39:13.8
183,Min,0.1778,14/01/2026 14:39:17.9
184,Sample,0.3462,14/01/2026 14:39:18.8,0.3325
184,Max,0.3462,14/01/2026 14:39:18.8
184,Min,0.3188,14/01/2026 14:39:18.9
185,Sample,0.1817,14/01/2026 14:39:19.0,0.1797
185,Min,0.1773,14/01/2026 14:39:19.1
185,Max,0.1847,14/01/2026 14:39:20.5
186,Sample,0.1853,14/01/2026 14:39:20.6,0.182172727272727
186,Max,0.1918,14/01/2026 14:39:22.8
186,Min,0.1771,14/01/2026 14:39:23.4
187,Sample,0.2098,14/01/2026 14:39:23.9,0.2098
187,Max,0.2098,14/01/2026 14:39:23.9
187,Min,0.2098,14/01/2026 14:39:23.9
188,Sample,0.1812,14/01/2026 14:39:24.0,0.185148888888889
188,Max,0.1989,14/01/2026 14:39:24.1
188,Min,0.1805,14/01/2026 14:39:24.6
189,Sample,0.6249,14/01/2026 14:39:28.9,0.41555
189,Max,0.6249,14/01/2026 14:39:28.9
189,Min,0.2062,14/01/2026 14:39:29.0
190,Sample,0.1813,14/01/2026 14:39:29.1,0.182657142857143
190,Max,0.1866,14/01/2026 14:39:29.4
190,Min,0.1795,14/01/2026 14:39:29.7
191,Sample,0.1886,14/01/2026 14:39:30.5,0.184613095238095
191,Max,0.1938,14/01/2026 14:39:31.8
191,Min,0.18,14/01/2026 14:39:35.6
192,Sample,0.2209,14/01/2026 14:39:39.0,0.3008
192,Min,0.2209,14/01/2026 14:39:39.0
192,Max,0.3807,14/01/2026 14:39:39.1
193,Sample,0.1944,14/01/2026 14:39:39.2,0.18698
193,Max,0.1944,14/01/2026 14:39:39.2
193,Min,0.1817,14/01/2026 14:39:40.0
194,Sample,0.1875,14/01/2026 14:39:40.6,0.184103529411765
194,Max,0.1929,14/01/2026 14:39:43.8
194,Min,0.18,14/01/2026 14:39:47.2
195,Sample,0.2553,14/01/2026 14:39:49.1,0.2553
195,Max,0.2553,14/01/2026 14:39:49.1
195,Min,0.2553,14/01/2026 14:39:49.1
196,Sample,0.1928,14/01/2026 14:39:49.2,0.1859
196,Max,0.1928,14/01/2026 14:39:49.2
196,Min,0.1825,14/01/2026 14:39:49.9
197,Sample,0.1838,14/01/2026 14:39:50.5,0.182
197,Max,0.189,14/01/2026 14:39:51.1
197,Min,0.1777,14/01/2026 14:39:53.3
198,Sample,0.4755,14/01/2026 14:39:54.2,0.3696
198,Max,0.4755,14/01/2026 14:39:54.2
198,Min,0.2637,14/01/2026 14:39:54.3
199,Sample,0.1802,14/01/2026 14:39:54.4,0.180830612244898
199,Max,0.1954,14/01/2026 14:39:54.7
199,Min,0.178,14/01/2026 14:39:55.0
200,Sample,0.1991,14/01/2026 14:39:59.3,0.1991
200,Max,0.1991,14/01/2026 14:39:59.3
200,Min,0.1991,14/01/2026 14:39:59.3
201,Sample,0.1784,14/01/2026 14:39:59.4,0.179183333333333
201,Min,0.1778,14/01/2026 14:39:59.6
201,Max,0.183,14/01/2026 14:39:59.8
202,Sample,0.1784,14/01/2026 14:40:00.6,0.181256756756757
202,Max,0.1886,14/01/2026 14:40:02.8
202,Min,0.1781,14/01/2026 14:40:04.0
203,Sample,0.8447,14/01/2026 14:40:04.3,0.8447
203,Max,0.8447,14/01/2026 14:40:04.3
203,Min,0.8447,14/01/2026 14:40:04.3
204,Sample,0.1819,14/01/2026 14:40:04.8,0.180704444444444
204,Min,0.1776,14/01/2026 14:40:05.0
204,Max,0.186,14/01/2026 14:40:07.9
205,Sample,0.2095,14/01/2026 14:40:09.4,0.2095
205,Max,0.2095,14/01/2026 14:40:09.4
205,Min,0.2095,14/01/2026 14:40:09.4
206,Sample,0.1844,14/01/2026 14:40:09.5,0.181181818181818
206,Max,0.1873,14/01/2026 14:40:09.7
206,Min,0.178,14/01/2026 14:40:10.0
207,Sample,0.1814,14/01/2026 14:40:10.6,0.180663157894737
207,Max,0.1866,14/01/2026 14:40:10.8
207,Min,0.1777,14/01/2026 14:40:11.0
208,Sample,0.2127,14/01/2026 14:40:14.4,0.34535
208,Min,0.2127,14/01/2026 14:40:14.4
208,Max,0.478,14/01/2026 14:40:14.5
209,Sample,0.189,14/01/2026 14:40:14.6,0.181085454545455
209,Min,0.1773,14/01/2026 14:40:16.5
209,Max,0.194,14/01/2026 14:40:18.4
210,Sample,0.1831,14/01/2026 14:40:20.5,0.180625
210,Min,0.1775,14/01/2026 14:40:22.0
210,Max,0.1969,14/01/2026 14:40:24.1
211,Sample,0.651,14/01/2026 14:40:24.6,0.46915
211,Max,0.651,14/01/2026 14:40:24.6
211,Min,0.2873,14/01/2026 14:40:24.7
212,Sample,0.1873,14/01/2026 14:40:24.8,0.180866666666667
212,Min,0.1772,14/01/2026 14:40:28.7
212,Max,0.1938,14/01/2026 14:40:30.2
213,Sample,0.1791,14/01/2026 14:40:30.6,0.180612195121951
213,Min,0.1776,14/01/2026 14:40:34.0
213,Max,0.1862,14/01/2026 14:40:34.2
214,Sample,0.7041,14/01/2026 14:40:34.7,0.45695
214,Max,0.7041,14/01/2026 14:40:34.7
214,Min,0.2098,14/01/2026 14:40:34.8
215,Sample,0.1788,14/01/2026 14:40:34.9,0.180014285714286
215,Max,0.188,14/01/2026 14:40:37.8
215,Min,0.1772,14/01/2026 14:40:39.5
216,Sample,0.1776,14/01/2026 14:40:40.6,0.180507894736842
216,Min,0.1776,14/01/2026 14:40:40.6
216,Max,0.1841,14/01/2026 14:40:42.1
217,Sample,0.2111,14/01/2026 14:40:44.8,0.32215
217,Min,0.2111,14/01/2026 14:40:44.8
217,Max,0.4332,14/01/2026 14:40:44.9
218,Sample,0.1854,14/01/2026 14:40:45.0,0.180196363636364
218,Min,0.1775,14/01/2026 14:40:45.2
218,Max,0.1859,14/01/2026 14:40:49.8
219,Sample,0.1787,14/01/2026 14:40:50.5,0.180358333333333
219,Min,0.1771,14/01/2026 14:40:56.7
219,Max,0.1896,14/01/2026 14:40:59.3
220,Sample,0.1786,14/01/2026 14:41:00.6,0.180102222222222
220,Min,0.1774,14/01/2026 14:41:02.6
220,Max,0.1868,14/01/2026 14:41:03.1
221,Sample,0.506,14/01/2026 14:41:05.1,0.506
221,Max,0.506,14/01/2026 14:41:05.1
221,Min,0.506,14/01/2026 14:41:05.1
222,Sample,0.1917,14/01/2026 14:41:05.2,0.180213333333333
222,Max,0.1917,14/01/2026 14:41:05.2
222,Min,0.1773,14/01/2026 14:41:08.3
223,Sample,0.2348,14/01/2026 14:41:10.1,0.2348
223,Max,0.2348,14/01/2026 14:41:10.1
223,Min,0.2348,14/01/2026 14:41:10.1
224,Sample,0.1827,14/01/2026 14:41:10.2,0.1796
224,Max,0.1827,14/01/2026 14:41:10.2
224,Min,0.178,14/01/2026 14:41:10.4
225,Sample,0.1781,14/01/2026 14:41:10.5,0.180517204301075
225,Min,0.1759,14/01/2026 14:41:15.2
225,Max,0.1869,14/01/2026 14:41:17.8
226,Sample,0.3205,14/01/2026 14:41:20.3,0.3205
226,Max,0.3205,14/01/2026 14:41:20.3
226,Min,0.3205,14/01/2026 14:41:20.3
227,Sample,0.1817,14/01/2026 14:41:20.4,0.17985
227,Max,0.1817,14/01/2026 14:41:20.4
227,Min,0.178,14/01/2026 14:41:20.5
228,Sample,0.1774,14/01/2026 14:41:20.6,0.180525773195876
228,Min,0.1774,14/01/2026 14:41:20.6
228,Max,0.1919,14/01/2026 14:41:29.9
229,Sample,0.8056,14/01/2026 14:41:30.4,0.8056
229,Max,0.8056,14/01/2026 14:41:30.4
229,Min,0.8056,14/01/2026 14:41:30.4
230,Sample,0.2653,14/01/2026 14:41:30.5,0.2653
230,Max,0.2653,14/01/2026 14:41:30.5
230,Min,0.2653,14/01/2026 14:41:30.5
231,Sample,0.1817,14/01/2026 14:41:30.6,0.180526315789474
231,Max,0.1903,14/01/2026 14:41:32.1
231,Min,0.1772,14/01/2026 14:41:32.3
232,Sample,0.6518,14/01/2026 14:41:40.5,0.42595
232,Max,0.6518,14/01/2026 14:41:40.5
232,Min,0.2001,14/01/2026 14:41:40.6
233,Sample,0.1808,14/01/2026 14:41:40.7,0.180296808510638
233,Max,0.186,14/01/2026 14:41:40.8
233,Min,0.1769,14/01/2026 14:41:45.6
234,Sample,0.2611,14/01/2026 14:41:50.6,0.2826
234,Min,0.2611,14/01/2026 14:41:50.6
234,Max,0.3041,14/01/2026 14:41:50.7
235,Sample,0.1888,14/01/2026 14:41:50.8,0.18035306122449
235,Max,0.1888,14/01/2026 14:41:50.8
235,Min,0.1775,14/01/2026 14:41:55.6
236,Sample,0.2097,14/01/2026 14:41:55.7,0.2097
236,Max,0.2097,14/01/2026 14:41:55.7
236,Min,0.2097,14/01/2026 14:41:55.7
237,Sample,0.183,14/01/2026 14:41:55.8,0.180241860465116
237,Min,0.178,14/01/2026 14:41:56.0
237,Max,0.1842,14/01/2026 14:41:58.8
238,Sample,0.1779,14/01/2026 14:42:00.5,0.18095
238,Min,0.1779,14/01/2026 14:42:00.5
238,Max,0.1887,14/01/2026 14:42:03.1
239,Sample,0.6623,14/01/2026 14:42:05.8,0.4414
239,Max,0.6623,14/01/2026 14:42:05.8
239,Min,0.2205,14/01/2026 14:42:05.9
240,Sample,0.1789,14/01/2026 14:42:06.0,0.179928571428571
240,Min,0.1774,14/01/2026 14:42:07.0
240,Max,0.1863,14/01/2026 14:42:09.8
241,Sample,0.1817,14/01/2026 14:42:10.6,0.180366037735849
241,Max,0.186,14/01/2026 14:42:10.8
241,Min,0.1774,14/01/2026 14:42:12.2
242,Sample,0.6338,14/01/2026 14:42:15.9,0.6338
242,Max,0.6338,14/01/2026 14:42:15.9
242,Min,0.6338,14/01/2026 14:42:15.9
243,Sample,0.1967,14/01/2026 14:42:16.0,0.180722222222222
243,Max,0.1967,14/01/2026 14:42:16.0
243,Min,0.1775,14/01/2026 14:42:18.1
244,Sample,0.1796,14/01/2026 14:42:20.6,0.19406
244,Min,0.1795,14/01/2026 14:42:20.9
244,Max,0.2464,14/01/2026 14:42:21.0
245,Sample,0.1853,14/01/2026 14:42:21.1,0.180215555555556
245,Min,0.1778,14/01/2026 14:42:23.7
245,Max,0.1929,14/01/2026 14:42:24.1
246,Sample,0.3451,14/01/2026 14:42:26.0,0.3217
246,Max,0.3451,14/01/2026 14:42:26.0
246,Min,0.2983,14/01/2026 14:42:26.1
247,Sample,0.1842,14/01/2026 14:42:26.2,0.180655813953488
247,Max,0.1884,14/01/2026 14:42:27.3
247,Min,0.1775,14/01/2026 14:42:29.6
248,Sample,0.1821,14/01/2026 14:42:30.5,0.184928571428571
248,Min,0.1776,14/01/2026 14:42:30.9
248,Max,0.2181,14/01/2026 14:42:31.1
249,Sample,0.1812,14/01/2026 14:42:31.2,0.180324444444444
249,Max,0.1854,14/01/2026 14:42:31.8
249,Min,0.1775,14/01/2026 14:42:35.3
250,Sample,0.7117,14/01/2026 14:42:36.2,0.4601
250,Max,0.7117,14/01/2026 14:42:36.2
250,Min,0.2085,14/01/2026 14:42:36.3
251,Sample,0.1809,14/01/2026 14:42:36.4,0.180904761904762
251,Min,0.1785,14/01/2026 14:42:38.4
251,Max,0.1885,14/01/2026 14:42:38.6
252,Sample,0.1811,14/01/2026 14:42:40.6,0.187428571428571
252,Min,0.178,14/01/2026 14:42:41.1
252,Max,0.2229,14/01/2026 14:42:41.2
253,Sample,0.1864,14/01/2026 14:42:41.3,0.180310227272727
253,Max,0.1864,14/01/2026 14:42:41.3
253,Min,0.1777,14/01/2026 14:42:47.2
254,Sample,0.1823,14/01/2026 14:42:50.5,0.23323
254,Min,0.1791,14/01/2026 14:42:50.9
254,Max,0.6764,14/01/2026 14:42:51.4
255,Sample,0.1788,14/01/2026 14:42:51.6,0.180032584269663
255,Max,0.1903,14/01/2026 14:42:55.5
255,Min,0.1766,14/01/2026 14:42:56.4
256,Sample,0.1785,14/01/2026 14:43:00.9,0.234528571428571
256,Min,0.1785,14/01/2026 14:43:00.9
256,Max,0.4898,14/01/2026 14:43:01.5
257,Sample,0.1879,14/01/2026 14:43:01.6,0.18035393258427
257,Max,0.192,14/01/2026 14:43:03.1
257,Min,0.1761,14/01/2026 14:43:06.5
258,Sample,0.1772,14/01/2026 14:43:10.6,0.1799
258,Min,0.1772,14/01/2026 14:43:10.6
258,Max,0.1824,14/01/2026 14:43:11.5
259,Sample,0.6034,14/01/2026 14:43:11.6,0.45665
259,Max,0.6034,14/01/2026 14:43:11.6
259,Min,0.3099,14/01/2026 14:43:11.7
260,Sample,0.1857,14/01/2026 14:43:11.8,0.180273493975904
260,Min,0.1773,14/01/2026 14:43:16.4
260,Max,0.1885,14/01/2026 14:43:18.4
261,Sample,0.1815,14/01/2026 14:43:20.5,0.180441666666667
261,Min,0.1778,14/01/2026 14:43:20.9
261,Max,0.1825,14/01/2026 14:43:21.6
262,Sample,0.836,14/01/2026 14:43:21.7,0.5365
262,Max,0.836,14/01/2026 14:43:21.7
262,Min,0.237,14/01/2026 14:43:21.8
263,Sample,0.1782,14/01/2026 14:43:21.9,0.179751282051282
263,Min,0.1768,14/01/2026 14:43:22.6
263,Max,0.1877,14/01/2026 14:43:24.4
264,Sample,0.1966,14/01/2026 14:43:30.2,0.185825
264,Max,0.1966,14/01/2026 14:43:30.2
264,Min,0.1814,14/01/2026 14:43:30.4
265,Sample,0.1805,14/01/2026 14:43:30.6,0.180107692307692
265,Min,0.1783,14/01/2026 14:43:31.7
265,Max,0.1833,14/01/2026 14:43:31.8
266,Sample,0.7357,14/01/2026 14:43:31.9,0.47195
266,Max,0.7357,14/01/2026 14:43:31.9
266,Min,0.2082,14/01/2026 14:43:32.0
267,Sample,0.1806,14/01/2026 14:43:32.1,0.1794725
267,Min,0.177,14/01/2026 14:43:34.0
267,Max,0.1871,14/01/2026 14:43:38.1
268,Sample,0.1776,14/01/2026 14:43:40.6,0.179371428571429
268,Min,0.1776,14/01/2026 14:43:40.6
268,Max,0.1822,14/01/2026 14:43:41.8
269,Sample,0.196,14/01/2026 14:43:42.0,0.3081
269,Min,0.196,14/01/2026 14:43:42.0
269,Max,0.4202,14/01/2026 14:43:42.1
270,Sample,0.1885,14/01/2026 14:43:42.2,0.179747619047619
270,Max,0.1885,14/01/2026 14:43:42.2
270,Min,0.177,14/01/2026 14:43:45.0
271,Sample,0.1774,14/01/2026 14:43:50.6,0.179227272727273
271,Min,0.1774,14/01/2026 14:43:50.6
271,Max,0.1821,14/01/2026 14:43:51.6
272,Sample,0.5214,14/01/2026 14:43:52.1,0.37505
272,Max,0.5214,14/01/2026 14:43:52.1
272,Min,0.2287,14/01/2026 14:43:52.2
273,Sample,0.1813,14/01/2026 14:43:52.3,0.180001219512195
273,Max,0.1861,14/01/2026 14:43:55.0
273,Min,0.1773,14/01/2026 14:43:56.3
274,Sample,0.1791,14/01/2026 14:44:00.6,0.180504
274,Min,0.1777,14/01/2026 14:44:02.0
274,Max,0.1963,14/01/2026 14:44:02.3
275,Sample,0.2029,14/01/2026 14:44:03.1,0.2029
275,Max,0.2029,14/01/2026 14:44:03.1
275,Min,0.2029,14/01/2026 14:44:03.1
276,Sample,0.1808,14/01/2026 14:44:03.2,0.180467567567568
276,Min,0.1779,14/01/2026 14:44:04.1
276,Max,0.1863,14/01/2026 14:44:04.8
277,Sample,0.602,14/01/2026 14:44:07.3,0.602
277,Max,0.602,14/01/2026 14:44:07.3
277,Min,0.602,14/01/2026 14:44:07.3
278,Sample,0.1953,14/01/2026 14:44:07.4,0.179912903225806
278,Max,0.1953,14/01/2026 14:44:07.4
278,Min,0.177,14/01/2026 14:44:08.1
279,Sample,0.1805,14/01/2026 14:44:10.5,0.179816666666667
279,Max,0.1825,14/01/2026 14:44:10.8
279,Min,0.1784,14/01/2026 14:44:11.5
280,Sample,0.2533,14/01/2026 14:44:12.3,0.2533
280,Max,0.2533,14/01/2026 14:44:12.3
280,Min,0.2533,14/01/2026 14:44:12.3
281,Sample,0.1851,14/01/2026 14:44:12.4,0.179786666666667
281,Max,0.1851,14/01/2026 14:44:12.4
281,Min,0.1773,14/01/2026 14:44:14.2
282,Sample,0.3459,14/01/2026 14:44:17.4,0.35795
282,Min,0.3459,14/01/2026 14:44:17.4
282,Max,0.37,14/01/2026 14:44:17.5
283,Sample,0.1848,14/01/2026 14:44:17.6,0.18027
283,Max,0.1857,14/01/2026 14:44:17.8
283,Min,0.1772,14/01/2026 14:44:19.7
284,Sample,0.1773,14/01/2026 14:44:20.6,0.17961052631579
284,Min,0.1773,14/01/2026 14:44:20.6
284,Max,0.186,14/01/2026 14:44:20.7
285,Sample,0.2164,14/01/2026 14:44:22.5,0.2164
285,Max,0.2164,14/01/2026 14:44:22.5
285,Min,0.2164,14/01/2026 14:44:22.5
286,Sample,0.1825,14/01/2026 14:44:22.6,0.180548979591837
286,Max,0.1873,14/01/2026 14:44:24.0
286,Min,0.1774,14/01/2026 14:44:26.0
287,Sample,0.6934,14/01/2026 14:44:27.5,0.4561
287,Max,0.6934,14/01/2026 14:44:27.5
287,Min,0.2188,14/01/2026 14:44:27.6
288,Sample,0.1836,14/01/2026 14:44:27.7,0.1806625
288,Max,0.1886,14/01/2026 14:44:30.2
288,Min,0.1778,14/01/2026 14:44:30.4
289,Sample,0.181,14/01/2026 14:44:30.6,0.179925
289,Min,0.1772,14/01/2026 14:44:31.7
289,Max,0.1821,14/01/2026 14:44:32.2
290,Sample,0.2026,14/01/2026 14:44:32.6,0.18066862745098
290,Max,0.2026,14/01/2026 14:44:32.6
290,Min,0.1778,14/01/2026 14:44:36.2
291,Sample,0.3482,14/01/2026 14:44:37.7,0.3482
291,Max,0.3482,14/01/2026 14:44:37.7
291,Min,0.3482,14/01/2026 14:44:37.7
292,Sample,0.1873,14/01/2026 14:44:37.8,0.18032962962963
292,Min,0.1774,14/01/2026 14:44:38.0
292,Max,0.1878,14/01/2026 14:44:40.1
293,Sample,0.1804,14/01/2026 14:44:40.5,0.180038541666667
293,Min,0.1771,14/01/2026 14:44:43.4
293,Max,0.1902,14/01/2026 14:44:44.6
294,Sample,0.1783,14/01/2026 14:44:50.6,0.179813636363636
294,Min,0.1783,14/01/2026 14:44:50.6
294,Max,0.1839,14/01/2026 14:44:51.8
295,Sample,0.6087,14/01/2026 14:44:52.8,0.4562
295,Max,0.6087,14/01/2026 14:44:52.8
295,Min,0.3037,14/01/2026 14:44:52.9
296,Sample,0.182,14/01/2026 14:44:53.0,0.180067605633803
296,Min,0.1774,14/01/2026 14:44:55.6
296,Max,0.1892,14/01/2026 14:44:59.6
297,Sample,0.1807,14/01/2026 14:45:00.5,0.179995833333333
297,Min,0.1775,14/01/2026 14:45:01.0
297,Max,0.1837,14/01/2026 14:45:02.4
298,Sample,0.8698,14/01/2026 14:45:03.0,0.5692
298,Max,0.8698,14/01/2026 14:45:03.0
298,Min,0.2686,14/01/2026 14:45:03.1
299,Sample,0.1849,14/01/2026 14:45:03.2,0.179891428571429
299,Max,0.1855,14/01/2026 14:45:05.5
299,Min,0.1771,14/01/2026 14:45:06.2
300,Sample,0.178,14/01/2026 14:45:10.6,0.180136
300,Max,0.1846,14/01/2026 14:45:10.8
300,Min,0.1774,14/01/2026 14:45:11.6
301,Sample,0.8734,14/01/2026 14:45:13.1,0.5479
301,Max,0.8734,14/01/2026 14:45:13.1
301,Min,0.2224,14/01/2026 14:45:13.2
302,Sample,0.1794,14/01/2026 14:45:13.3,0.180044117647059
302,Min,0.1769,14/01/2026 14:45:18.2
302,Max,0.1849,14/01/2026 14:45:19.8
303,Sample,0.1786,14/01/2026 14:45:20.6,0.180037037037037
303,Max,0.1851,14/01/2026 14:45:20.8
303,Min,0.1775,14/01/2026 14:45:22.7
304,Sample,0.6249,14/01/2026 14:45:23.3,0.6249
304,Max,0.6249,14/01/2026 14:45:23.3
304,Min,0.6249,14/01/2026 14:45:23.3
305,Sample,0.1942,14/01/2026 14:45:23.4,0.180167605633803
305,Max,0.1942,14/01/2026 14:45:23.4
305,Min,0.1759,14/01/2026 14:45:28.3
306,Sample,0.1811,14/01/2026 14:45:30.5,0.180141666666667
306,Min,0.1782,14/01/2026 14:45:31.1
306,Max,0.1856,14/01/2026 14:45:31.8
307,Sample,0.3034,14/01/2026 14:45:33.3,0.32545
307,Min,0.3034,14/01/2026 14:45:33.3
307,Max,0.3475,14/01/2026 14:45:33.4
308,Sample,0.1852,14/01/2026 14:45:33.5,0.179812244897959
308,Max,0.1858,14/01/2026 14:45:34.0
308,Min,0.177,14/01/2026 14:45:35.6
