Reading;Sample;Start Time;Duration;Max Time;Max;Average;Min Time;Min;Description;Stop Time;Max;;Tiempo (s);Is(A);Ps (W);Wh;<Is> (A);;;;;;;;;;
101;Sample;0.2019;35:38.2;0.182433333;;;;;;;;;;;;;;;;;;;;;;;
101;Max;0.2019;35:38.2;;;;;;;;;;;;;;;;;;;;;;;;
101;Min;0.178;35:38.4;;;;;;;;;;;;;;;;;;;;;;;;
102;Sample;0.1824;35:40.7;0.183766667;;;;;;;;;;;;;;;;;;;;;;;
102;Min;0.1799;35:41.1;;;;;;;;;;;;;;;;;;;;;;;;
102;Max;0.1906;35:45.9;;;;;;;;;;;;;;;;;;;;;;;;
103;Sample;0.2131;35:46.2;0.1971;;;;;;;;;;;;;;;;;;;;;;;
103;Max;0.2131;35:46.2;;;;;;;;;;;;;;;;;;;;;;;;
103;Min;0.1887;35:46.5;;;;;;;;;;;;;;;;;;;;;;;;
104;Sample;0.1818;35:46.6;0.1834275;;;;;;;;;;;;;;;;;;;;;;;
104;Max;0.1899;35:48.1;;;;;;;;;;;;;;;;;;;;;;;;
104;Min;0.1781;35:49.7;;;;;;;;;;;;;;;;;;;;;;;;
105;Sample;0.1817;35:50.6;0.2148;;;;;;;;;;;;;;;;;;;;;;;
105;Min;0.1812;35:51.0;;;;;;;;;;;;;;;;;;;;;;;;
105;Max;0.4211;35:51.3;;;;;;;;;;;;;;;;;;;;;;;;
106;Sample;0.1887;35:51.4;0.182802222;;;;;;;;;;;;;;;;;;;;;;;
106;Max;0.1887;35:51.4;;;;;;;;;;;;;;;;;;;;;;;;
106;Min;0.1808;35:56.0;;;;;;;;;;;;;;;;;;;;;;;;
107;Sample;0.2271;35:56.3;0.2271;;;;;;;;;;;;;;;;;;;;;;;
107;Max;0.2271;35:56.3;;;;;;;;;;;;;;;;;;;;;;;;
107;Min;0.2271;35:56.3;;;;;;;;;;;;;;;;;;;;;;;;
108;Sample;0.1837;35:56.4;0.184265854;;;;;;;;;;;;;;;;;;;;;;;
108;Max;0.1921;35:57.8;;;;;;;;;;;;;;;;;;;;;;;;
108;Min;0.1786;36:00.4;;;;;;;;;;;;;;;;;;;;;;;;
109;Sample;0.1819;36:00.5;0.25086;;;;;;;;;;;;;;;;;;;;;;;
109;Min;0.1819;36:00.5;;;;;;;;;;;;;;;;;;;;;;;;
109;Max;0.6924;36:01.4;;;;;;;;;;;;;;;;;;;;;;;;
110;Sample;0.1817;36:01.6;0.182831395;;;;;;;;;;;;;;;;;;;;;;;
110;Min;0.1785;36:07.7;;;;;;;;;;;;;;;;;;;;;;;;
110;Max;0.1918;36:08.8;;;;;;;;;;;;;;;;;;;;;;;;
111;Sample;0.1893;36:10.6;0.252645455;;;;;;;;;;;;;;;;;;;;;;;
111;Min;0.1817;36:11.3;;;;;;;;;;;;;;;;;;;;;;;;
111;Max;0.8179;36:11.5;;;;;;;;;;;;;;;;;;;;;;;;
112;Sample;0.1913;36:11.7;0.182646429;;;;;;;;;;;;;;;;;;;;;;;
112;Max;0.1932;36:11.8;;;;;;;;;;;;;;;;;;;;;;;;
112;Min;0.178;36:12.5;;;;;;;;;;;;;;;;;;;;;;;;
113;Sample;0.1883;36:20.6;0.184281818;;;;;;;;;;;;;;;;;;;;;;;
113;Max;0.1898;36:20.9;;;;;;;;;;;;;;;;;;;;;;;;
113;Min;0.1781;36:21.5;;;;;;;;;;;;;;;;;;;;;;;;
114;Sample;0.9514;36:21.7;0.59465;;;;;;;;;;;;;;;;;;;;;;;
114;Max;0.9514;36:21.7;;;;;;;;;;;;;;;;;;;;;;;;
114;Min;0.2379;36:21.8;;;;;;;;;;;;;;;;;;;;;;;;
115;Sample;0.1804;36:21.9;0.182830233;;;;;;;;;;;;;;;;;;;;;;;
115;Min;0.1774;36:24.3;;;;;;;;;;;;;;;;;;;;;;;;
115;Max;0.1921;36:29.9;;;;;;;;;;;;;;;;;;;;;;;;
116;Sample;0.1857;36:30.5;0.180022222;;;;;;;;;;;;;;;;;;;;;;;
116;Max;0.1857;36:30.5;;;;;;;;;;;;;;;;;;;;;;;;
116;Min;0.1773;36:31.6;;;;;;;;;;;;;;;;;;;;;;;;
117;Sample;0.6476;36:31.8;0.4223;;;;;;;;;;;;;;;;;;;;;;;
117;Max;0.6476;36:31.8;;;;;;;;;;;;;;;;;;;;;;;;
117;Min;0.197;36:31.9;;;;;;;;;;;;;;;;;;;;;;;;
118;Sample;0.1778;36:32.0;0.181597647;;;;;;;;;;;;;;;;;;;;;;;
118;Max;0.1923;36:33.9;;;;;;;;;;;;;;;;;;;;;;;;
118;Min;0.1768;36:36.3;;;;;;;;;;;;;;;;;;;;;;;;
119;Sample;0.178;36:40.6;0.183307692;;;;;;;;;;;;;;;;;;;;;;;
119;Max;0.1918;36:40.9;;;;;;;;;;;;;;;;;;;;;;;;
119;Min;0.177;36:41.4;;;;;;;;;;;;;;;;;;;;;;;;
120;Sample;0.277;36:41.9;0.33775;;;;;;;;;;;;;;;;;;;;;;;
120;Min;0.277;36:41.9;;;;;;;;;;;;;;;;;;;;;;;;
120;Max;0.3985;36:42.0;;;;;;;;;;;;;;;;;;;;;;;;
121;Sample;0.1951;36:42.1;0.181975556;;;;;;;;;;;;;;;;;;;;;;;
121;Max;0.1951;36:42.1;;;;;;;;;;;;;;;;;;;;;;;;
121;Min;0.1767;36:42.4;;;;;;;;;;;;;;;;;;;;;;;;
122;Sample;0.2197;36:47.0;0.2197;;;;;;;;;;;;;;;;;;;;;;;
122;Max;0.2197;36:47.0;;;;;;;;;;;;;;;;;;;;;;;;
122;Min;0.2197;36:47.0;;;;;;;;;;;;;;;;;;;;;;;;
123;Sample;0.1827;36:47.1;0.183938235;;;;;;;;;;;;;;;;;;;;;;;
123;Min;0.1802;36:47.7;;;;;;;;;;;;;;;;;;;;;;;;
123;Max;0.1936;36:49.8;;;;;;;;;;;;;;;;;;;;;;;;
124;Sample;0.1851;36:50.6;0.186973333;;;;;;;;;;;;;;;;;;;;;;;
124;Max;0.1937;36:51.1;;;;;;;;;;;;;;;;;;;;;;;;
124;Min;0.1816;36:51.4;;;;;;;;;;;;;;;;;;;;;;;;
125;Sample;0.6648;36:52.1;0.44115;;;;;;;;;;;;;;;;;;;;;;;
125;Max;0.6648;36:52.1;;;;;;;;;;;;;;;;;;;;;;;;
125;Min;0.2175;36:52.2;;;;;;;;;;;;;;;;;;;;;;;;
126;Sample;0.1839;36:52.3;0.184116667;;;;;;;;;;;;;;;;;;;;;;;
126;Max;0.1918;36:52.9;;;;;;;;;;;;;;;;;;;;;;;;
126;Min;0.1796;36:53.7;;;;;;;;;;;;;;;;;;;;;;;;
127;Sample;0.2036;36:54.7;0.1909125;;;;;;;;;;;;;;;;;;;;;;;
127;Max;0.2036;36:54.7;;;;;;;;;;;;;;;;;;;;;;;;
127;Min;0.182;36:55.4;;;;;;;;;;;;;;;;;;;;;;;;
128;Sample;0.1817;36:55.5;0.188158333;;;;;;;;;;;;;;;;;;;;;;;
128;Min;0.1817;36:55.5;;;;;;;;;;;;;;;;;;;;;;;;
128;Max;0.1929;36:56.8;;;;;;;;;;;;;;;;;;;;;;;;
129;Sample;0.2136;36:57.1;0.20605;;;;;;;;;;;;;;;;;;;;;;;
129;Max;0.2136;36:57.1;;;;;;;;;;;;;;;;;;;;;;;;
129;Min;0.1985;36:57.2;;;;;;;;;;;;;;;;;;;;;;;;
130;Sample;0.1825;36:57.3;0.18396875;;;;;;;;;;;;;;;;;;;;;;;
130;Max;0.1931;36:59.8;;;;;;;;;;;;;;;;;;;;;;;;
130;Min;0.1804;37:00.4;;;;;;;;;;;;;;;;;;;;;;;;
131;Sample;0.1842;37:00.5;0.186982353;;;;;;;;;;;;;;;;;;;;;;;
131;Max;0.1937;37:00.8;;;;;;;;;;;;;;;;;;;;;;;;
131;Min;0.1821;37:01.5;;;;;;;;;;;;;;;;;;;;;;;;
132;Sample;0.407;37:02.2;0.407;;;;;;;;;;;;;;;;;;;;;;;
132;Max;0.407;37:02.2;;;;;;;;;;;;;;;;;;;;;;;;
132;Min;0.407;37:02.2;;;;;;;;;;;;;;;;;;;;;;;;
133;Sample;0.1882;37:02.3;0.1845;;;;;;;;;;;;;;;;;;;;;;;
133;Max;0.1946;37:02.8;;;;;;;;;;;;;;;;;;;;;;;;
133;Min;0.1786;37:06.4;;;;;;;;;;;;;;;;;;;;;;;;
134;Sample;0.227;37:07.3;0.227;;;;;;;;;;;;;;;;;;;;;;;
134;Max;0.227;37:07.3;;;;;;;;;;;;;;;;;;;;;;;;
134;Min;0.227;37:07.3;;;;;;;;;;;;;;;;;;;;;;;;
135;Sample;0.1919;37:07.4;0.182978571;;;;;;;;;;;;;;;;;;;;;;;
135;Max;0.1919;37:07.4;;;;;;;;;;;;;;;;;;;;;;;;
135;Min;0.1774;37:10.2;;;;;;;;;;;;;;;;;;;;;;;;
136;Sample;0.1771;37:10.6;0.182116418;;;;;;;;;;;;;;;;;;;;;;;
136;Min;0.1766;37:12.3;;;;;;;;;;;;;;;;;;;;;;;;
136;Max;0.1904;37:14.0;;;;;;;;;;;;;;;;;;;;;;;;
137;Sample;0.5073;37:17.3;0.38375;;;;;;;;;;;;;;;;;;;;;;;
137;Max;0.5073;37:17.3;;;;;;;;;;;;;;;;;;;;;;;;
137;Min;0.2602;37:17.4;;;;;;;;;;;;;;;;;;;;;;;;
138;Sample;0.1811;37:17.5;0.181916667;;;;;;;;;;;;;;;;;;;;;;;
138;Min;0.1772;37:17.6;;;;;;;;;;;;;;;;;;;;;;;;
138;Max;0.1926;37:18.4;;;;;;;;;;;;;;;;;;;;;;;;
139;Sample;0.1797;37:20.5;0.18208;;;;;;;;;;;;;;;;;;;;;;;
139;Min;0.1769;37:22.1;;;;;;;;;;;;;;;;;;;;;;;;
139;Max;0.1939;37:25.9;;;;;;;;;;;;;;;;;;;;;;;;
140;Sample;0.7991;37:27.5;0.50655;;;;;;;;;;;;;;;;;;;;;;;
140;Max;0.7991;37:27.5;;;;;;;;;;;;;;;;;;;;;;;;
140;Min;0.214;37:27.6;;;;;;;;;;;;;;;;;;;;;;;;
141;Sample;0.1851;37:27.7;0.181662069;;;;;;;;;;;;;;;;;;;;;;;
141;Min;0.1772;37:28.6;;;;;;;;;;;;;;;;;;;;;;;;
141;Max;0.1993;37:30.1;;;;;;;;;;;;;;;;;;;;;;;;
142;Sample;0.1862;37:30.6;0.183778947;;;;;;;;;;;;;;;;;;;;;;;
142;Max;0.1879;37:30.7;;;;;;;;;;;;;;;;;;;;;;;;
142;Min;0.1788;37:32.4;;;;;;;;;;;;;;;;;;;;;;;;
143;Sample;0.2148;37:32.5;0.2148;;;;;;;;;;;;;;;;;;;;;;;
143;Max;0.2148;37:32.5;;;;;;;;;;;;;;;;;;;;;;;;
143;Min;0.2148;37:32.5;;;;;;;;;;;;;;;;;;;;;;;;
144;Sample;0.1841;37:32.6;0.181813333;;;;;;;;;;;;;;;;;;;;;;;
144;Min;0.1777;37:34.1;;;;;;;;;;;;;;;;;;;;;;;;
144;Max;0.1904;37:34.8;;;;;;;;;;;;;;;;;;;;;;;;
145;Sample;0.2382;37:37.5;0.29615;;;;;;;;;;;;;;;;;;;;;;;
145;Min;0.2382;37:37.5;;;;;;;;;;;;;;;;;;;;;;;;
145;Max;0.3541;37:37.6;;;;;;;;;;;;;;;;;;;;;;;;
146;Sample;0.1915;37:37.7;0.182642857;;;;;;;;;;;;;;;;;;;;;;;
146;Max;0.1915;37:37.7;;;;;;;;;;;;;;;;;;;;;;;;
146;Min;0.1777;37:39.7;;;;;;;;;;;;;;;;;;;;;;;;
147;Sample;0.1856;37:40.6;0.180657143;;;;;;;;;;;;;;;;;;;;;;;
147;Min;0.178;37:41.3;;;;;;;;;;;;;;;;;;;;;;;;
147;Max;0.1862;37:42.3;;;;;;;;;;;;;;;;;;;;;;;;
148;Sample;0.2346;37:42.7;0.2346;;;;;;;;;;;;;;;;;;;;;;;
148;Max;0.2346;37:42.7;;;;;;;;;;;;;;;;;;;;;;;;
148;Min;0.2346;37:42.7;;;;;;;;;;;;;;;;;;;;;;;;
149;Sample;0.182;37:42.8;0.182337778;;;;;;;;;;;;;;;;;;;;;;;
149;Max;0.1903;37:43.9;;;;;;;;;;;;;;;;;;;;;;;;
149;Min;0.1777;37:45.3;;;;;;;;;;;;;;;;;;;;;;;;
150;Sample;0.6999;37:47.7;0.4641;;;;;;;;;;;;;;;;;;;;;;;
150;Max;0.6999;37:47.7;;;;;;;;;;;;;;;;;;;;;;;;
150;Min;0.2283;37:47.8;;;;;;;;;;;;;;;;;;;;;;;;
151;Sample;0.1885;37:47.9;0.184073077;;;;;;;;;;;;;;;;;;;;;;;
151;Max;0.1906;37:48.8;;;;;;;;;;;;;;;;;;;;;;;;
151;Min;0.1782;37:50.2;;;;;;;;;;;;;;;;;;;;;;;;
152;Sample;0.1797;37:50.5;0.181404545;;;;;;;;;;;;;;;;;;;;;;;
152;Max;0.1894;37:51.1;;;;;;;;;;;;;;;;;;;;;;;;
152;Min;0.1774;37:51.6;;;;;;;;;;;;;;;;;;;;;;;;
153;Sample;0.2058;37:52.7;0.1995;;;;;;;;;;;;;;;;;;;;;;;
153;Max;0.2058;37:52.7;;;;;;;;;;;;;;;;;;;;;;;;
153;Min;0.1932;37:52.8;;;;;;;;;;;;;;;;;;;;;;;;
154;Sample;0.1796;37:52.9;0.182380556;;;;;;;;;;;;;;;;;;;;;;;
154;Max;0.1942;37:55.3;;;;;;;;;;;;;;;;;;;;;;;;
154;Min;0.1778;37:57.3;;;;;;;;;;;;;;;;;;;;;;;;
155;Sample;0.1793;38:00.6;0.184573913;;;;;;;;;;;;;;;;;;;;;;;
155;Max;0.19;38:01.4;;;;;;;;;;;;;;;;;;;;;;;;
155;Min;0.1791;38:01.7;;;;;;;;;;;;;;;;;;;;;;;;
156;Sample;0.5578;38:02.9;0.5578;;;;;;;;;;;;;;;;;;;;;;;
156;Max;0.5578;38:02.9;;;;;;;;;;;;;;;;;;;;;;;;
156;Min;0.5578;38:02.9;;;;;;;;;;;;;;;;;;;;;;;;
157;Sample;0.1928;38:03.0;0.182142667;;;;;;;;;;;;;;;;;;;;;;;
157;Max;0.1957;38:06.0;;;;;;;;;;;;;;;;;;;;;;;;
157;Min;0.176;38:07.9;;;;;;;;;;;;;;;;;;;;;;;;
158;Sample;0.189;38:10.5;0.18317;;;;;;;;;;;;;;;;;;;;;;;
158;Max;0.1944;38:10.9;;;;;;;;;;;;;;;;;;;;;;;;
158;Min;0.1785;38:11.1;;;;;;;;;;;;;;;;;;;;;;;;
159;Sample;0.3648;38:13.0;0.3858;;;;;;;;;;;;;;;;;;;;;;;
159;Min;0.3648;38:13.0;;;;;;;;;;;;;;;;;;;;;;;;
159;Max;0.4068;38:13.1;;;;;;;;;;;;;;;;;;;;;;;;
160;Sample;0.1851;38:13.2;0.181879592;;;;;;;;;;;;;;;;;;;;;;;
160;Max;0.194;38:13.9;;;;;;;;;;;;;;;;;;;;;;;;
160;Min;0.177;38:14.2;;;;;;;;;;;;;;;;;;;;;;;;
161;Sample;0.2502;38:18.1;0.2502;;;;;;;;;;;;;;;;;;;;;;;
161;Max;0.2502;38:18.1;;;;;;;;;;;;;;;;;;;;;;;;
161;Min;0.2502;38:18.1;;;;;;;;;;;;;;;;;;;;;;;;
162;Sample;0.1813;38:18.2;0.1819;;;;;;;;;;;;;;;;;;;;;;;
162;Max;0.1951;38:19.1;;;;;;;;;;;;;;;;;;;;;;;;
162;Min;0.1776;38:20.4;;;;;;;;;;;;;;;;;;;;;;;;
163;Sample;0.1777;38:20.6;0.181548;;;;;;;;;;;;;;;;;;;;;;;
163;Min;0.1777;38:20.6;;;;;;;;;;;;;;;;;;;;;;;;
163;Max;0.1879;38:22.8;;;;;;;;;;;;;;;;;;;;;;;;
164;Sample;0.6527;38:23.1;0.4578;;;;;;;;;;;;;;;;;;;;;;;
164;Max;0.6527;38:23.1;;;;;;;;;;;;;;;;;;;;;;;;
164;Min;0.2629;38:23.2;;;;;;;;;;;;;;;;;;;;;;;;
165;Sample;0.1912;38:23.3;0.182351471;;;;;;;;;;;;;;;;;;;;;;;
165;Min;0.1775;38:26.0;;;;;;;;;;;;;;;;;;;;;;;;
165;Max;0.2028;38:28.2;;;;;;;;;;;;;;;;;;;;;;;;
166;Sample;0.1869;38:30.6;0.1823;;;;;;;;;;;;;;;;;;;;;;;
166;Min;0.1773;38:31.5;;;;;;;;;;;;;;;;;;;;;;;;
166;Max;0.1921;38:31.9;;;;;;;;;;;;;;;;;;;;;;;;
167;Sample;0.6782;38:33.3;0.43845;;;;;;;;;;;;;;;;;;;;;;;
167;Max;0.6782;38:33.3;;;;;;;;;;;;;;;;;;;;;;;;
167;Min;0.1987;38:33.4;;;;;;;;;;;;;;;;;;;;;;;;
168;Sample;0.1781;38:33.5;0.181968182;;;;;;;;;;;;;;;;;;;;;;;
168;Max;0.1922;38:34.9;;;;;;;;;;;;;;;;;;;;;;;;
168;Min;0.1747;38:38.3;;;;;;;;;;;;;;;;;;;;;;;;
169;Sample;0.1827;38:40.5;0.179992857;;;;;;;;;;;;;;;;;;;;;;;
169;Max;0.1876;38:41.2;;;;;;;;;;;;;;;;;;;;;;;;
169;Min;0.177;38:43.0;;;;;;;;;;;;;;;;;;;;;;;;
170;Sample;0.3375;38:43.3;0.32235;;;;;;;;;;;;;;;;;;;;;;;
170;Max;0.3375;38:43.3;;;;;;;;;;;;;;;;;;;;;;;;
170;Min;0.3072;38:43.4;;;;;;;;;;;;;;;;;;;;;;;;
171;Sample;0.1908;38:43.5;0.181113636;;;;;;;;;;;;;;;;;;;;;;;
171;Max;0.1908;38:43.5;;;;;;;;;;;;;;;;;;;;;;;;
171;Min;0.1757;38:48.5;;;;;;;;;;;;;;;;;;;;;;;;
172;Sample;0.1773;38:50.6;0.183082759;;;;;;;;;;;;;;;;;;;;;;;
172;Min;0.1773;38:50.6;;;;;;;;;;;;;;;;;;;;;;;;
172;Max;0.1989;38:53.0;;;;;;;;;;;;;;;;;;;;;;;;
173;Sample;0.6818;38:53.5;0.4511;;;;;;;;;;;;;;;;;;;;;;;
173;Max;0.6818;38:53.5;;;;;;;;;;;;;;;;;;;;;;;;
173;Min;0.2204;38:53.6;;;;;;;;;;;;;;;;;;;;;;;;
174;Sample;0.1786;38:53.7;0.180854412;;;;;;;;;;;;;;;;;;;;;;;
174;Min;0.1767;38:55.6;;;;;;;;;;;;;;;;;;;;;;;;
174;Max;0.1894;38:57.2;;;;;;;;;;;;;;;;;;;;;;;;
175;Sample;0.1777;39:00.5;0.180474074;;;;;;;;;;;;;;;;;;;;;;;
175;Min;0.1767;39:01.0;;;;;;;;;;;;;;;;;;;;;;;;
175;Max;0.1894;39:01.2;;;;;;;;;;;;;;;;;;;;;;;;
176;Sample;0.2157;39:03.7;0.2157;;;;;;;;;;;;;;;;;;;;;;;
176;Max;0.2157;39:03.7;;;;;;;;;;;;;;;;;;;;;;;;
176;Min;0.2157;39:03.7;;;;;;;;;;;;;;;;;;;;;;;;
177;Sample;0.181;39:03.8;0.182582353;;;;;;;;;;;;;;;;;;;;;;;
177;Max;0.1913;39:04.4;;;;;;;;;;;;;;;;;;;;;;;;
177;Min;0.1781;39:05.1;;;;;;;;;;;;;;;;;;;;;;;;
178;Sample;0.1988;39:05.5;0.18056875;;;;;;;;;;;;;;;;;;;;;;;
178;Max;0.1988;39:05.5;;;;;;;;;;;;;;;;;;;;;;;;
178;Min;0.1768;39:07.0;;;;;;;;;;;;;;;;;;;;;;;;
179;Sample;0.5299;39:08.7;0.3684;;;;;;;;;;;;;;;;;;;;;;;
179;Max;0.5299;39:08.7;;;;;;;;;;;;;;;;;;;;;;;;
179;Min;0.2069;39:08.8;;;;;;;;;;;;;;;;;;;;;;;;
180;Sample;0.1838;39:08.9;0.181388235;;;;;;;;;;;;;;;;;;;;;;;
180;Min;0.1774;39:09.0;;;;;;;;;;;;;;;;;;;;;;;;
180;Max;0.1946;39:09.8;;;;;;;;;;;;;;;;;;;;;;;;
181;Sample;0.1859;39:10.6;0.179845161;;;;;;;;;;;;;;;;;;;;;;;
181;Min;0.1766;39:12.3;;;;;;;;;;;;;;;;;;;;;;;;
181;Max;0.1923;39:12.8;;;;;;;;;;;;;;;;;;;;;;;;
182;Sample;0.2616;39:13.7;0.2616;;;;;;;;;;;;;;;;;;;;;;;
182;Max;0.2616;39:13.7;;;;;;;;;;;;;;;;;;;;;;;;
182;Min;0.2616;39:13.7;;;;;;;;;;;;;;;;;;;;;;;;
183;Sample;0.1992;39:13.8;0.182171111;;;;;;;;;;;;;;;;;;;;;;;
183;Max;0.1992;39:13.8;;;;;;;;;;;;;;;;;;;;;;;;
183;Min;0.1778;39:17.9;;;;;;;;;;;;;;;;;;;;;;;;
184;Sample;0.3462;39:18.8;0.3325;;;;;;;;;;;;;;;;;;;;;;;
184;Max;0.3462;39:18.8;;;;;;;;;;;;;;;;;;;;;;;;
184;Min;0.3188;39:18.9;;;;;;;;;;;;;;;;;;;;;;;;
185;Sample;0.1817;39:19.0;0.1797;;;;;;;;;;;;;;;;;;;;;;;
185;Min;0.1773;39:19.1;;;;;;;;;;;;;;;;;;;;;;;;
185;Max;0.1847;39:20.5;;;;;;;;;;;;;;;;;;;;;;;;
186;Sample;0.1853;39:20.6;0.182172727;;;;;;;;;;;;;;;;;;;;;;;
186;Max;0.1918;39:22.8;;;;;;;;;;;;;;;;;;;;;;;;
186;Min;0.1771;39:23.4;;;;;;;;;;;;;;;;;;;;;;;;
187;Sample;0.2098;39:23.9;0.2098;;;;;;;;;;;;;;;;;;;;;;;
187;Max;0.2098;39:23.9;;;;;;;;;;;;;;;;;;;;;;;;
187;Min;0.2098;39:23.9;;;;;;;;;;;;;;;;;;;;;;;;
188;Sample;0.1812;39:24.0;0.185148889;;;;;;;;;;;;;;;;;;;;;;;
188;Max;0.1989;39:24.1;;;;;;;;;;;;;;;;;;;;;;;;
188;Min;0.1805;39:24.6;;;;;;;;;;;;;;;;;;;;;;;;
189;Sample;0.6249;39:28.9;0.41555;;;;;;;;;;;;;;;;;;;;;;;
189;Max;0.6249;39:28.9;;;;;;;;;;;;;;;;;;;;;;;;
189;Min;0.2062;39:29.0;;;;;;;;;;;;;;;;;;;;;;;;
190;Sample;0.1813;39:29.1;0.182657143;;;;;;;;;;;;;;;;;;;;;;;
190;Max;0.1866;39:29.4;;;;;;;;;;;;;;;;;;;;;;;;
190;Min;0.1795;39:29.7;;;;;;;;;;;;;;;;;;;;;;;;
191;Sample;0.1886;39:30.5;0.184613095;;;;;;;;;;;;;;;;;;;;;;;
191;Max;0.1938;39:31.8;;;;;;;;;;;;;;;;;;;;;;;;
191;Min;0.18;39:35.6;;;;;;;;;;;;;;;;;;;;;;;;
192;Sample;0.2209;39:39.0;0.3008;;;;;;;;;;;;;;;;;;;;;;;
192;Min;0.2209;39:39.0;;;;;;;;;;;;;;;;;;;;;;;;
192;Max;0.3807;39:39.1;;;;;;;;;;;;;;;;;;;;;;;;
193;Sample;0.1944;39:39.2;0.18698;;;;;;;;;;;;;;;;;;;;;;;
193;Max;0.1944;39:39.2;;;;;;;;;;;;;;;;;;;;;;;;
193;Min;0.1817;39:40.0;;;;;;;;;;;;;;;;;;;;;;;;
194;Sample;0.1875;39:40.6;0.184103529;;;;;;;;;;;;;;;;;;;;;;;
194;Max;0.1929;39:43.8;;;;;;;;;;;;;;;;;;;;;;;;
194;Min;0.18;39:47.2;;;;;;;;;;;;;;;;;;;;;;;;
195;Sample;0.2553;39:49.1;0.2553;;;;;;;;;;;;;;;;;;;;;;;
195;Max;0.2553;39:49.1;;;;;;;;;;;;;;;;;;;;;;;;
195;Min;0.2553;39:49.1;;;;;;;;;;;;;;;;;;;;;;;;
196;Sample;0.1928;39:49.2;0.1859;;;;;;;;;;;;;;;;;;;;;;;
196;Max;0.1928;39:49.2;;;;;;;;;;;;;;;;;;;;;;;;
196;Min;0.1825;39:49.9;;;;;;;;;;;;;;;;;;;;;;;;
197;Sample;0.1838;39:50.5;0.182;;;;;;;;;;;;;;;;;;;;;;;
197;Max;0.189;39:51.1;;;;;;;;;;;;;;;;;;;;;;;;
197;Min;0.1777;39:53.3;;;;;;;;;;;;;;;;;;;;;;;;
198;Sample;0.4755;39:54.2;0.3696;;;;;;;;;;;;;;;;;;;;;;;
198;Max;0.4755;39:54.2;;;;;;;;;;;;;;;;;;;;;;;;
198;Min;0.2637;39:54.3;;;;;;;;;;;;;;;;;;;;;;;;
199;Sample;0.1802;39:54.4;0.180830612;;;;;;;;;;;;;;;;;;;;;;;
199;Max;0.1954;39:54.7;;;;;;;;;;;;;;;;;;;;;;;;
199;Min;0.178;39:55.0;;;;;;;;;;;;;;;;;;;;;;;;
200;Sample;0.1991;39:59.3;0.1991;;;;;;;;;;;;;;;;;;;;;;;
200;Max;0.1991;39:59.3;;;;;;;;;;;;;;;;;;;;;;;;
200;Min;0.1991;39:59.3;;;;;;;;;;;;;;;;;;;;;;;;
201;Sample;0.1784;39:59.4;0.179183333;;;;;;;;;;;;;;;;;;;;;;;
201;Min;0.1778;39:59.6;;;;;;;;;;;;;;;;;;;;;;;;
201;Max;0.183;39:59.8;;;;;;;;;;;;;;;;;;;;;;;;
202;Sample;0.1784;40:00.6;0.181256757;;;;;;;;;;;;;;;;;;;;;;;
202;Max;0.1886;40:02.8;;;;;;;;;;;;;;;;;;;;;;;;
202;Min;0.1781;40:04.0;;;;;;;;;;;;;;;;;;;;;;;;
203;Sample;0.8447;40:04.3;0.8447;;;;;;;;;;;;;;;;;;;;;;;
203;Max;0.8447;40:04.3;;;;;;;;;;;;;;;;;;;;;;;;
203;Min;0.8447;40:04.3;;;;;;;;;;;;;;;;;;;;;;;;
204;Sample;0.1819;40:04.8;0.180704444;;;;;;;;;;;;;;;;;;;;;;;
204;Min;0.1776;40:05.0;;;;;;;;;;;;;;;;;;;;;;;;
204;Max;0.186;40:07.9;;;;;;;;;;;;;;;;;;;;;;;;
205;Sample;0.2095;40:09.4;0.2095;;;;;;;;;;;;;;;;;;;;;;;
205;Max;0.2095;40:09.4;;;;;;;;;;;;;;;;;;;;;;;;
205;Min;0.2095;40:09.4;;;;;;;;;;;;;;;;;;;;;;;;
206;Sample;0.1844;40:09.5;0.181181818;;;;;;;;;;;;;;;;;;;;;;;
206;Max;0.1873;40:09.7;;;;;;;;;;;;;;;;;;;;;;;;
206;Min;0.178;40:10.0;;;;;;;;;;;;;;;;;;;;;;;;
207;Sample;0.1814;40:10.6;0.180663158;;;;;;;;;;;;;;;;;;;;;;;
207;Max;0.1866;40:10.8;;;;;;;;;;;;;;;;;;;;;;;;
207;Min;0.1777;40:11.0;;;;;;;;;;;;;;;;;;;;;;;;
208;Sample;0.2127;40:14.4;0.34535;;;;;;;;;;;;;;;;;;;;;;;
208;Min;0.2127;40:14.4;;;;;;;;;;;;;;;;;;;;;;;;
208;Max;0.478;40:14.5;;;;;;;;;;;;;;;;;;;;;;;;
209;Sample;0.189;40:14.6;0.181085455;;;;;;;;;;;;;;;;;;;;;;;
209;Min;0.1773;40:16.5;;;;;;;;;;;;;;;;;;;;;;;;
209;Max;0.194;40:18.4;;;;;;;;;;;;;;;;;;;;;;;;
210;Sample;0.1831;40:20.5;0.180625;;;;;;;;;;;;;;;;;;;;;;;
210;Min;0.1775;40:22.0;;;;;;;;;;;;;;;;;;;;;;;;
210;Max;0.1969;40:24.1;;;;;;;;;;;;;;;;;;;;;;;;
211;Sample;0.651;40:24.6;0.46915;;;;;;;;;;;;;;;;;;;;;;;
211;Max;0.651;40:24.6;;;;;;;;;;;;;;;;;;;;;;;;
211;Min;0.2873;40:24.7;;;;;;;;;;;;;;;;;;;;;;;;
